UF;Tipo Crime;Ano;Mês;Ocorrências
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2018;2;3
Rio Grande do Norte;Tentativa de homicídio;2018;2;0
Rio Grande do Norte;Estupro;2018;3;9
Rio Grande do Norte;Furto de veículo;2018;3;83
Rio Grande do Norte;Homicídio doloso;2018;3;120
Rio Grande do Norte;Lesão corporal seguida de morte;2018;3;17
Rio Grande do Norte;Roubo a instituição financeira;2018;3;0
Rio Grande do Norte;Roubo de carga;2018;3;0
Rio Grande do Norte;Roubo de veículo;2018;3;689
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2018;3;10
Rio Grande do Norte;Tentativa de homicídio;2018;3;6
Rio Grande do Norte;Estupro;2018;4;5
Rio Grande do Norte;Furto de veículo;2018;4;86
Rio Grande do Norte;Homicídio doloso;2018;4;113
Rio Grande do Norte;Lesão corporal seguida de morte;2018;4;27
Rio Grande do Norte;Roubo a instituição financeira;2018;4;2
Rio Grande do Norte;Roubo de carga;2018;4;1
Rio Grande do Norte;Roubo de veículo;2018;4;633
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2018;4;18
Rio Grande do Norte;Tentativa de homicídio;2018;4;7
Rio Grande do Norte;Estupro;2018;5;4
Rio Grande do Norte;Furto de veículo;2018;5;91
Rio Grande do Norte;Homicídio doloso;2018;5;91
Rio Grande do Norte;Lesão corporal seguida de morte;2018;5;15
Rio Grande do Norte;Roubo a instituição financeira;2018;5;2
Rio Grande do Norte;Roubo de carga;2018;5;0
Rio Grande do Norte;Roubo de veículo;2018;5;577
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2018;5;14
Rio Grande do Norte;Tentativa de homicídio;2018;5;2
Rio Grande do Norte;Estupro;2018;6;3
Rio Grande do Norte;Furto de veículo;2018;6;108
Rio Grande do Norte;Homicídio doloso;2018;6;133
Rio Grande do Norte;Lesão corporal seguida de morte;2018;6;27
Rio Grande do Norte;Roubo a instituição financeira;2018;6;1
Rio Grande do Norte;Roubo de carga;2018;6;3
Rio Grande do Norte;Roubo de veículo;2018;6;587
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2018;6;5
Rio Grande do Norte;Tentativa de homicídio;2018;6;1
Rio Grande do Norte;Estupro;2018;7;8
Rio Grande do Norte;Furto de veículo;2018;7;101
Rio Grande do Norte;Homicídio doloso;2018;7;133
Rio Grande do Norte;Lesão corporal seguida de morte;2018;7;22
Rio Grande do Norte;Roubo a instituição financeira;2018;7;4
Rio Grande do Norte;Roubo de carga;2018;7;0
Rio Grande do Norte;Roubo de veículo;2018;7;583
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2018;7;7
Rio Grande do Norte;Tentativa de homicídio;2018;7;6
Rio Grande do Norte;Estupro;2018;8;12
Rio Grande do Norte;Furto de veículo;2018;8;90
Rio Grande do Norte;Homicídio doloso;2018;8;131
Rio Grande do Norte;Lesão corporal seguida de morte;2018;8;26
Rio Grande do Norte;Roubo a instituição financeira;2018;8;0
Rio Grande do Norte;Roubo de carga;2018;8;1
Rio Grande do Norte;Roubo de veículo;2018;8;515
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2018;8;7
Rio Grande do Norte;Tentativa de homicídio;2018;8;4
Rio Grande do Norte;Estupro;2018;9;9
Rio Grande do Norte;Furto de veículo;2018;9;69
Rio Grande do Norte;Homicídio doloso;2018;9;99
Rio Grande do Norte;Lesão corporal seguida de morte;2018;9;16
Rio Grande do Norte;Roubo a instituição financeira;2018;9;3
Rio Grande do Norte;Roubo de carga;2018;9;0
Rio Grande do Norte;Roubo de veículo;2018;9;503
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2018;9;5
Rio Grande do Norte;Tentativa de homicídio;2018;9;0
Rio Grande do Norte;Estupro;2018;10;9
Rio Grande do Norte;Furto de veículo;2018;10;91
Rio Grande do Norte;Homicídio doloso;2018;10;122
Rio Grande do Norte;Lesão corporal seguida de morte;2018;10;16
Rio Grande do Norte;Roubo a instituição financeira;2018;10;0
Rio Grande do Norte;Roubo de carga;2018;10;0
Rio Grande do Norte;Roubo de veículo;2018;10;528
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2018;10;10
Rio Grande do Norte;Tentativa de homicídio;2018;10;1
Rio Grande do Norte;Estupro;2018;11;21
Rio Grande do Norte;Furto de veículo;2018;11;77
Rio Grande do Norte;Homicídio doloso;2018;11;96
Rio Grande do Norte;Lesão corporal seguida de morte;2018;11;16
Rio Grande do Norte;Roubo a instituição financeira;2018;11;0
Rio Grande do Norte;Roubo de carga;2018;11;3
Rio Grande do Norte;Roubo de veículo;2018;11;607
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2018;11;14
Rio Grande do Norte;Tentativa de homicídio;2018;11;33
Rio Grande do Norte;Estupro;2018;12;25
Rio Grande do Norte;Furto de veículo;2018;12;78
Rio Grande do Norte;Homicídio doloso;2018;12;76
Rio Grande do Norte;Lesão corporal seguida de morte;2018;12;13
Rio Grande do Norte;Roubo a instituição financeira;2018;12;3
Rio Grande do Norte;Roubo de carga;2018;12;8
Rio Grande do Norte;Roubo de veículo;2018;12;458
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2018;12;7
Rio Grande do Norte;Tentativa de homicídio;2018;12;11
Rio Grande do Norte;Estupro;2019;1;9
Rio Grande do Norte;Furto de veículo;2019;1;53
Rio Grande do Norte;Homicídio doloso;2019;1;67
Rio Grande do Norte;Lesão corporal seguida de morte;2019;1;39
Rio Grande do Norte;Roubo a instituição financeira;2019;1;0
Rio Grande do Norte;Roubo de carga;2019;1;0
Rio Grande do Norte;Roubo de veículo;2019;1;99
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2019;1;9
Rio Grande do Norte;Tentativa de homicídio;2019;1;3
Rio Grande do Norte;Estupro;2019;2;2
Rio Grande do Norte;Furto de veículo;2019;2;67
Rio Grande do Norte;Homicídio doloso;2019;2;79
Rio Grande do Norte;Lesão corporal seguida de morte;2019;2;15
Rio Grande do Norte;Roubo a instituição financeira;2019;2;3
Rio Grande do Norte;Roubo de carga;2019;2;0
Rio Grande do Norte;Roubo de veículo;2019;2;106
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2019;2;4
Rio Grande do Norte;Tentativa de homicídio;2019;2;1
Rio Grande do Norte;Estupro;2019;3;7
Rio Grande do Norte;Furto de veículo;2019;3;39
Rio Grande do Norte;Homicídio doloso;2019;3;100
Rio Grande do Norte;Lesão corporal seguida de morte;2019;3;14
Rio Grande do Norte;Roubo a instituição financeira;2019;3;3
Rio Grande do Norte;Roubo de carga;2019;3;0
Rio Grande do Norte;Roubo de veículo;2019;3;114
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2019;3;4
Rio Grande do Norte;Tentativa de homicídio;2019;3;0
Rio Grande do Norte;Estupro;2019;4;11
Rio Grande do Norte;Furto de veículo;2019;4;64
Rio Grande do Norte;Homicídio doloso;2019;4;77
Rio Grande do Norte;Lesão corporal seguida de morte;2019;4;16
Rio Grande do Norte;Roubo a instituição financeira;2019;4;0
Rio Grande do Norte;Roubo de carga;2019;4;4
Rio Grande do Norte;Roubo de veículo;2019;4;477
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2019;4;6
Rio Grande do Norte;Tentativa de homicídio;2019;4;20
Rio Grande do Norte;Estupro;2019;5;15
Rio Grande do Norte;Furto de veículo;2019;5;80
Rio Grande do Norte;Homicídio doloso;2019;5;88
Rio Grande do Norte;Lesão corporal seguida de morte;2019;5;18
Rio Grande do Norte;Roubo a instituição financeira;2019;5;0
Rio Grande do Norte;Roubo de carga;2019;5;3
Rio Grande do Norte;Roubo de veículo;2019;5;531
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2019;5;12
Rio Grande do Norte;Tentativa de homicídio;2019;5;25
Rio Grande do Norte;Estupro;2019;6;24
Rio Grande do Norte;Furto de veículo;2019;6;70
Rio Grande do Norte;Homicídio doloso;2019;6;80
Rio Grande do Norte;Lesão corporal seguida de morte;2019;6;12
Rio Grande do Norte;Roubo a instituição financeira;2019;6;0
Rio Grande do Norte;Roubo de carga;2019;6;3
Rio Grande do Norte;Roubo de veículo;2019;6;496
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2019;6;2
Rio Grande do Norte;Tentativa de homicídio;2019;6;16
Rio Grande do Norte;Estupro;2019;7;18
Rio Grande do Norte;Furto de veículo;2019;7;89
Rio Grande do Norte;Homicídio doloso;2019;7;77
Rio Grande do Norte;Lesão corporal seguida de morte;2019;7;8
Rio Grande do Norte;Roubo de carga;2019;7;3
Rio Grande do Norte;Roubo de veículo;2019;7;525
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2019;7;7
Rio Grande do Norte;Tentativa de homicídio;2019;7;12
Rio Grande do Norte;Estupro;2019;8;18
Rio Grande do Norte;Furto de veículo;2019;8;63
Rio Grande do Norte;Homicídio doloso;2019;8;94
Rio Grande do Norte;Lesão corporal seguida de morte;2019;8;15
Rio Grande do Norte;Roubo de carga;2019;8;5
Rio Grande do Norte;Roubo de veículo;2019;8;516
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2019;8;2
Rio Grande do Norte;Tentativa de homicídio;2019;8;10
Rio Grande do Norte;Estupro;2019;9;12
Rio Grande do Norte;Furto de veículo;2019;9;7
Rio Grande do Norte;Homicídio doloso;2019;9;97
Rio Grande do Norte;Lesão corporal seguida de morte;2019;9;18
Rio Grande do Norte;Roubo a instituição financeira;2019;9;0
Rio Grande do Norte;Roubo de carga;2019;9;0
Rio Grande do Norte;Roubo de veículo;2019;9;124
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2019;9;4
Rio Grande do Norte;Tentativa de homicídio;2019;9;0
Rio Grande do Norte;Estupro;2019;10;41
Rio Grande do Norte;Furto de veículo;2019;10;46
Rio Grande do Norte;Homicídio doloso;2019;10;78
Rio Grande do Norte;Lesão corporal seguida de morte;2019;10;15
Rio Grande do Norte;Roubo de veículo;2019;10;481
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2019;10;4
Rio Grande do Norte;Estupro;2019;11;31
Rio Grande do Norte;Furto de veículo;2019;11;62
Rio Grande do Norte;Homicídio doloso;2019;11;82
Rio Grande do Norte;Lesão corporal seguida de morte;2019;11;13
Rio Grande do Norte;Roubo de veículo;2019;11;543
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2019;11;3
Rio Grande do Norte;Estupro;2019;12;47
Rio Grande do Norte;Furto de veículo;2019;12;55
Rio Grande do Norte;Homicídio doloso;2019;12;108
Rio Grande do Norte;Lesão corporal seguida de morte;2019;12;9
Rio Grande do Norte;Roubo de carga;2019;12;0
Rio Grande do Norte;Roubo de veículo;2019;12;501
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2019;12;9
Rio Grande do Norte;Tentativa de homicídio;2019;12;16
Rio Grande do Norte;Estupro;2020;1;36
Rio Grande do Norte;Furto de veículo;2020;1;68
Rio Grande do Norte;Homicídio doloso;2020;1;92
Rio Grande do Norte;Lesão corporal seguida de morte;2020;1;8
Rio Grande do Norte;Roubo de veículo;2020;1;641
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2020;1;4
Rio Grande do Norte;Tentativa de homicídio;2020;1;23
Rio Grande do Norte;Estupro;2020;2;46
Rio Grande do Norte;Furto de veículo;2020;2;37
Rio Grande do Norte;Homicídio doloso;2020;2;105
Rio Grande do Norte;Lesão corporal seguida de morte;2020;2;13
Rio Grande do Norte;Roubo de veículo;2020;2;261
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2020;2;12
Rio Grande do Norte;Tentativa de homicídio;2020;2;31
Rio Grande do Norte;Estupro;2020;3;29
Rio Grande do Norte;Furto de veículo;2020;3;56
Rio Grande do Norte;Homicídio doloso;2020;3;99
Rio Grande do Norte;Lesão corporal seguida de morte;2020;3;8
Rio Grande do Norte;Roubo a instituição financeira;2020;3;0
Rio Grande do Norte;Roubo de veículo;2020;3;585
Rio Grande do Norte;Roubo seguido de morte (latrocínio);2020;3;7
Rio Grande do Norte;Tentativa de homicídio;2020;3;20
Rio Grande do Sul;Estupro;2015;1;182
Rio Grande do Sul;Furto de veículo;2015;1;1630
Rio Grande do Sul;Homicídio doloso;2015;1;227
Rio Grande do Sul;Lesão corporal seguida de morte;2015;1;2
Rio Grande do Sul;Roubo a instituição financeira;2015;1;5
Rio Grande do Sul;Roubo de carga;2015;1;16
Rio Grande do Sul;Roubo de veículo;2015;1;1310
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2015;1;8
Rio Grande do Sul;Tentativa de homicídio;2015;1;375
Rio Grande do Sul;Estupro;2015;2;168
Rio Grande do Sul;Furto de veículo;2015;2;1598
Rio Grande do Sul;Homicídio doloso;2015;2;210
Rio Grande do Sul;Lesão corporal seguida de morte;2015;2;1
Rio Grande do Sul;Roubo a instituição financeira;2015;2;4
Rio Grande do Sul;Roubo de carga;2015;2;15
Rio Grande do Sul;Roubo de veículo;2015;2;1187
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2015;2;12
Rio Grande do Sul;Tentativa de homicídio;2015;2;328
Rio Grande do Sul;Estupro;2015;3;163
Rio Grande do Sul;Furto de veículo;2015;3;1643
Rio Grande do Sul;Homicídio doloso;2015;3;237
Rio Grande do Sul;Lesão corporal seguida de morte;2015;3;3
Rio Grande do Sul;Roubo a instituição financeira;2015;3;7
Rio Grande do Sul;Roubo de carga;2015;3;17
Rio Grande do Sul;Roubo de veículo;2015;3;1470
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2015;3;8
Rio Grande do Sul;Tentativa de homicídio;2015;3;373
Rio Grande do Sul;Estupro;2015;4;115
Rio Grande do Sul;Furto de veículo;2015;4;1585
Rio Grande do Sul;Homicídio doloso;2015;4;178
Rio Grande do Sul;Lesão corporal seguida de morte;2015;4;4
Rio Grande do Sul;Roubo a instituição financeira;2015;4;5
Rio Grande do Sul;Roubo de carga;2015;4;14
Rio Grande do Sul;Roubo de veículo;2015;4;1290
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2015;4;10
Rio Grande do Sul;Tentativa de homicídio;2015;4;365
Rio Grande do Sul;Estupro;2015;5;139
Rio Grande do Sul;Furto de veículo;2015;5;1655
Rio Grande do Sul;Homicídio doloso;2015;5;194
Rio Grande do Sul;Lesão corporal seguida de morte;2015;5;6
Rio Grande do Sul;Roubo a instituição financeira;2015;5;3
Rio Grande do Sul;Roubo de carga;2015;5;24
Rio Grande do Sul;Roubo de veículo;2015;5;1362
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2015;5;14
Rio Grande do Sul;Tentativa de homicídio;2015;5;289
Rio Grande do Sul;Estupro;2015;6;126
Rio Grande do Sul;Furto de veículo;2015;6;1540
Rio Grande do Sul;Homicídio doloso;2015;6;177
Rio Grande do Sul;Lesão corporal seguida de morte;2015;6;3
Rio Grande do Sul;Roubo a instituição financeira;2015;6;3
Rio Grande do Sul;Roubo de carga;2015;6;16
Rio Grande do Sul;Roubo de veículo;2015;6;1267
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2015;6;15
Rio Grande do Sul;Tentativa de homicídio;2015;6;253
Rio Grande do Sul;Estupro;2015;7;138
Rio Grande do Sul;Furto de veículo;2015;7;1630
Rio Grande do Sul;Homicídio doloso;2015;7;145
Rio Grande do Sul;Lesão corporal seguida de morte;2015;7;1
Rio Grande do Sul;Roubo a instituição financeira;2015;7;8
Rio Grande do Sul;Roubo de carga;2015;7;10
Rio Grande do Sul;Roubo de veículo;2015;7;1363
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2015;7;11
Rio Grande do Sul;Tentativa de homicídio;2015;7;278
Rio Grande do Sul;Estupro;2015;8;138
Rio Grande do Sul;Furto de veículo;2015;8;1817
Rio Grande do Sul;Homicídio doloso;2015;8;219
Rio Grande do Sul;Lesão corporal seguida de morte;2015;8;1
Rio Grande do Sul;Roubo a instituição financeira;2015;8;8
Rio Grande do Sul;Roubo de carga;2015;8;31
Rio Grande do Sul;Roubo de veículo;2015;8;1933
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2015;8;15
Rio Grande do Sul;Tentativa de homicídio;2015;8;370
Rio Grande do Sul;Estupro;2015;9;148
Rio Grande do Sul;Furto de veículo;2015;9;1866
Rio Grande do Sul;Homicídio doloso;2015;9;237
Rio Grande do Sul;Lesão corporal seguida de morte;2015;9;3
Rio Grande do Sul;Roubo a instituição financeira;2015;9;8
Rio Grande do Sul;Roubo de carga;2015;9;34
Rio Grande do Sul;Roubo de veículo;2015;9;2116
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2015;9;11
Rio Grande do Sul;Tentativa de homicídio;2015;9;300
Rio Grande do Sul;Estupro;2015;10;143
Rio Grande do Sul;Furto de veículo;2015;10;1919
Rio Grande do Sul;Homicídio doloso;2015;10;195
Rio Grande do Sul;Lesão corporal seguida de morte;2015;10;2
Rio Grande do Sul;Roubo a instituição financeira;2015;10;4
Rio Grande do Sul;Roubo de carga;2015;10;28
Rio Grande do Sul;Roubo de veículo;2015;10;1695
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2015;10;12
Rio Grande do Sul;Tentativa de homicídio;2015;10;347
Rio Grande do Sul;Estupro;2015;11;129
Rio Grande do Sul;Furto de veículo;2015;11;1746
Rio Grande do Sul;Homicídio doloso;2015;11;201
Rio Grande do Sul;Lesão corporal seguida de morte;2015;11;1
Rio Grande do Sul;Roubo a instituição financeira;2015;11;7
Rio Grande do Sul;Roubo de carga;2015;11;23
Rio Grande do Sul;Roubo de veículo;2015;11;1541
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2015;11;16
Rio Grande do Sul;Tentativa de homicídio;2015;11;330
Rio Grande do Sul;Estupro;2015;12;183
Rio Grande do Sul;Furto de veículo;2015;12;1573
Rio Grande do Sul;Homicídio doloso;2015;12;217
Rio Grande do Sul;Lesão corporal seguida de morte;2015;12;2
Rio Grande do Sul;Roubo a instituição financeira;2015;12;7
Rio Grande do Sul;Roubo de carga;2015;12;27
Rio Grande do Sul;Roubo de veículo;2015;12;1510
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2015;12;11
Rio Grande do Sul;Tentativa de homicídio;2015;12;398
Rio Grande do Sul;Estupro;2016;1;175
Rio Grande do Sul;Furto de veículo;2016;1;1744
Rio Grande do Sul;Homicídio doloso;2016;1;253
Rio Grande do Sul;Lesão corporal seguida de morte;2016;1;2
Rio Grande do Sul;Roubo a instituição financeira;2016;1;8
Rio Grande do Sul;Roubo de carga;2016;1;22
Rio Grande do Sul;Roubo de veículo;2016;1;1643
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2016;1;11
Rio Grande do Sul;Tentativa de homicídio;2016;1;378
Rio Grande do Sul;Estupro;2016;2;127
Rio Grande do Sul;Furto de veículo;2016;2;1553
Rio Grande do Sul;Homicídio doloso;2016;2;247
Rio Grande do Sul;Lesão corporal seguida de morte;2016;2;6
Rio Grande do Sul;Roubo a instituição financeira;2016;2;6
Rio Grande do Sul;Roubo de carga;2016;2;40
Rio Grande do Sul;Roubo de veículo;2016;2;1570
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2016;2;23
Rio Grande do Sul;Tentativa de homicídio;2016;2;349
Rio Grande do Sul;Estupro;2016;3;162
Rio Grande do Sul;Furto de veículo;2016;3;1725
Rio Grande do Sul;Homicídio doloso;2016;3;198
Rio Grande do Sul;Lesão corporal seguida de morte;2016;3;2
Rio Grande do Sul;Roubo a instituição financeira;2016;3;8
Rio Grande do Sul;Roubo de carga;2016;3;26
Rio Grande do Sul;Roubo de veículo;2016;3;1633
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2016;3;16
Rio Grande do Sul;Tentativa de homicídio;2016;3;300
Rio Grande do Sul;Estupro;2016;4;107
Rio Grande do Sul;Furto de veículo;2016;4;1618
Rio Grande do Sul;Homicídio doloso;2016;4;204
Rio Grande do Sul;Lesão corporal seguida de morte;2016;4;1
Rio Grande do Sul;Roubo a instituição financeira;2016;4;3
Rio Grande do Sul;Roubo de carga;2016;4;21
Rio Grande do Sul;Roubo de veículo;2016;4;1473
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2016;4;18
Rio Grande do Sul;Tentativa de homicídio;2016;4;342
Rio Grande do Sul;Estupro;2016;5;118
Rio Grande do Sul;Furto de veículo;2016;5;1673
Rio Grande do Sul;Homicídio doloso;2016;5;204
Rio Grande do Sul;Lesão corporal seguida de morte;2016;5;0
Rio Grande do Sul;Roubo a instituição financeira;2016;5;1
Rio Grande do Sul;Roubo de carga;2016;5;17
Rio Grande do Sul;Roubo de veículo;2016;5;1443
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2016;5;11
Rio Grande do Sul;Tentativa de homicídio;2016;5;326
Rio Grande do Sul;Estupro;2016;6;132
Rio Grande do Sul;Furto de veículo;2016;6;1599
Rio Grande do Sul;Homicídio doloso;2016;6;185
Rio Grande do Sul;Lesão corporal seguida de morte;2016;6;1
Rio Grande do Sul;Roubo a instituição financeira;2016;6;2
Rio Grande do Sul;Roubo de carga;2016;6;33
Rio Grande do Sul;Roubo de veículo;2016;6;1408
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2016;6;17
Rio Grande do Sul;Tentativa de homicídio;2016;6;271
Rio Grande do Sul;Estupro;2016;7;125
Rio Grande do Sul;Furto de veículo;2016;7;1674
Rio Grande do Sul;Homicídio doloso;2016;7;225
Rio Grande do Sul;Lesão corporal seguida de morte;2016;7;1
Rio Grande do Sul;Roubo a instituição financeira;2016;7;3
Rio Grande do Sul;Roubo de carga;2016;7;28
Rio Grande do Sul;Roubo de veículo;2016;7;1375
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2016;7;14
Rio Grande do Sul;Tentativa de homicídio;2016;7;333
Rio Grande do Sul;Estupro;2016;8;146
Rio Grande do Sul;Furto de veículo;2016;8;1823
Rio Grande do Sul;Homicídio doloso;2016;8;215
Rio Grande do Sul;Lesão corporal seguida de morte;2016;8;3
Rio Grande do Sul;Roubo a instituição financeira;2016;8;9
Rio Grande do Sul;Roubo de carga;2016;8;22
Rio Grande do Sul;Roubo de veículo;2016;8;1410
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2016;8;10
Rio Grande do Sul;Tentativa de homicídio;2016;8;323
Rio Grande do Sul;Estupro;2016;9;122
Rio Grande do Sul;Furto de veículo;2016;9;1559
Rio Grande do Sul;Homicídio doloso;2016;9;190
Rio Grande do Sul;Lesão corporal seguida de morte;2016;9;2
Rio Grande do Sul;Roubo a instituição financeira;2016;9;2
Rio Grande do Sul;Roubo de carga;2016;9;27
Rio Grande do Sul;Roubo de veículo;2016;9;1253
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2016;9;14
Rio Grande do Sul;Tentativa de homicídio;2016;9;328
Rio Grande do Sul;Estupro;2016;10;139
Rio Grande do Sul;Furto de veículo;2016;10;1528
Rio Grande do Sul;Homicídio doloso;2016;10;200
Rio Grande do Sul;Lesão corporal seguida de morte;2016;10;3
Rio Grande do Sul;Roubo a instituição financeira;2016;10;5
Rio Grande do Sul;Roubo de carga;2016;10;25
Rio Grande do Sul;Roubo de veículo;2016;10;1365
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2016;10;9
Rio Grande do Sul;Tentativa de homicídio;2016;10;319
Rio Grande do Sul;Estupro;2016;11;165
Rio Grande do Sul;Furto de veículo;2016;11;1455
Rio Grande do Sul;Homicídio doloso;2016;11;229
Rio Grande do Sul;Lesão corporal seguida de morte;2016;11;2
Rio Grande do Sul;Roubo a instituição financeira;2016;11;3
Rio Grande do Sul;Roubo de carga;2016;11;19
Rio Grande do Sul;Roubo de veículo;2016;11;1322
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2016;11;9
Rio Grande do Sul;Tentativa de homicídio;2016;11;322
Rio Grande do Sul;Estupro;2016;12;162
Rio Grande do Sul;Furto de veículo;2016;12;1327
Rio Grande do Sul;Homicídio doloso;2016;12;258
Rio Grande do Sul;Lesão corporal seguida de morte;2016;12;3
Rio Grande do Sul;Roubo a instituição financeira;2016;12;6
Rio Grande do Sul;Roubo de carga;2016;12;35
Rio Grande do Sul;Roubo de veículo;2016;12;1602
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2016;12;10
Rio Grande do Sul;Tentativa de homicídio;2016;12;369
Rio Grande do Sul;Estupro;2017;1;181
Rio Grande do Sul;Furto de veículo;2017;1;1520
Rio Grande do Sul;Homicídio doloso;2017;1;309
Rio Grande do Sul;Lesão corporal seguida de morte;2017;1;2
Rio Grande do Sul;Roubo a instituição financeira;2017;1;5
Rio Grande do Sul;Roubo de carga;2017;1;23
Rio Grande do Sul;Roubo de veículo;2017;1;1752
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2017;1;21
Rio Grande do Sul;Tentativa de homicídio;2017;1;386
Rio Grande do Sul;Estupro;2017;2;135
Rio Grande do Sul;Furto de veículo;2017;2;1357
Rio Grande do Sul;Homicídio doloso;2017;2;266
Rio Grande do Sul;Lesão corporal seguida de morte;2017;2;1
Rio Grande do Sul;Roubo a instituição financeira;2017;2;8
Rio Grande do Sul;Roubo de carga;2017;2;29
Rio Grande do Sul;Roubo de veículo;2017;2;1610
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2017;2;13
Rio Grande do Sul;Tentativa de homicídio;2017;2;304
Rio Grande do Sul;Estupro;2017;3;151
Rio Grande do Sul;Furto de veículo;2017;3;1500
Rio Grande do Sul;Homicídio doloso;2017;3;249
Rio Grande do Sul;Lesão corporal seguida de morte;2017;3;4
Rio Grande do Sul;Roubo a instituição financeira;2017;3;6
Rio Grande do Sul;Roubo de carga;2017;3;34
Rio Grande do Sul;Roubo de veículo;2017;3;1745
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2017;3;9
Rio Grande do Sul;Tentativa de homicídio;2017;3;315
Rio Grande do Sul;Estupro;2017;4;134
Rio Grande do Sul;Furto de veículo;2017;4;1441
Rio Grande do Sul;Homicídio doloso;2017;4;219
Rio Grande do Sul;Lesão corporal seguida de morte;2017;4;1
Rio Grande do Sul;Roubo a instituição financeira;2017;4;4
Rio Grande do Sul;Roubo de carga;2017;4;25
Rio Grande do Sul;Roubo de veículo;2017;4;1500
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2017;4;8
Rio Grande do Sul;Tentativa de homicídio;2017;4;317
Rio Grande do Sul;Estupro;2017;5;135
Rio Grande do Sul;Furto de veículo;2017;5;1563
Rio Grande do Sul;Homicídio doloso;2017;5;205
Rio Grande do Sul;Lesão corporal seguida de morte;2017;5;4
Rio Grande do Sul;Roubo a instituição financeira;2017;5;1
Rio Grande do Sul;Roubo de carga;2017;5;23
Rio Grande do Sul;Roubo de veículo;2017;5;1513
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2017;5;8
Rio Grande do Sul;Tentativa de homicídio;2017;5;276
Rio Grande do Sul;Estupro;2017;6;127
Rio Grande do Sul;Furto de veículo;2017;6;1234
Rio Grande do Sul;Homicídio doloso;2017;6;204
Rio Grande do Sul;Lesão corporal seguida de morte;2017;6;2
Rio Grande do Sul;Roubo a instituição financeira;2017;6;5
Rio Grande do Sul;Roubo de carga;2017;6;35
Rio Grande do Sul;Roubo de veículo;2017;6;1370
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2017;6;10
Rio Grande do Sul;Tentativa de homicídio;2017;6;267
Rio Grande do Sul;Estupro;2017;7;125
Rio Grande do Sul;Furto de veículo;2017;7;1370
Rio Grande do Sul;Homicídio doloso;2017;7;173
Rio Grande do Sul;Lesão corporal seguida de morte;2017;7;2
Rio Grande do Sul;Roubo a instituição financeira;2017;7;5
Rio Grande do Sul;Roubo de carga;2017;7;29
Rio Grande do Sul;Roubo de veículo;2017;7;1332
